1.collectionobject.catalogNumber,"1,10.collectingevent.startDateNumericYear","1,10.collectingevent.startDate","1,9-determinations.collectionobject.determinations","1,10,30-collectors.collectingevent.collectors","1,10,30-collectors,5.agent.abbreviation","1,9-determinations,5-determiner.determination.determiner","1,9-determinations.determination.determinedDate","1,10,2.locality.localityName","1,10,2.collectingevent.locality","1,10,2,3.locality.geography","1,111-collectionobjectattachments,41.attachment.attachmentLocation"
862248,1935,23/07/1935,Carex stans (current) ,"Porsild, M.P.",,,,"Vest-Grøul. Svartenhuk Halvø, Tartûssaq Hus.","Vest-Grøul. Svartenhuk Halvø, Tartûssaq Hus.; Greenland",Greenland,sp68817398489076702190.att.jpg
861587,1929,16/06/1929,Carex stylosa var. nigritella (current) ,"Grøntved, Johs.",,,,Stærkodders Havn.,Stærkodders Havn.; Greenland,Greenland,sp68666818411828791512.att.jpg
861811,1935,11/07/1935,Carex stylosa var. nigritella (current) ,Christensen,,,,Fiskenæsset.,Fiskenæsset.; Greenland,Greenland,sp62296461697484433318.att.jpg
861581,1925,27/07/1925,Carex stylosa (current) ,"Porsild, A.",,,,"Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.","Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.; Greenland",Greenland,sp63575995802705110157.att.jpg
861582,1925,27/07/1925,Carex stylosa (current) ,"Porsild, A.",,,,"Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.","Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.; Greenland",Greenland,sp63788605594156480785.att.jpg
861583,1925,27/07/1925,Carex stylosa (current) ,"Porsild, A.",,,,"Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.","Syd-Grønl. Taserssûp Qingua, Tasermiut-Fjord.; Greenland",Greenland,sp61442591490589776267.att.jpg
861584,1925,31/07/1925,Carex stylosa (current) ,"Porsild, A.",,,,"Syd-Grønl. Amitsuarssûp Qingua, Agdluitsoq-Fjord.","Syd-Grønl. Amitsuarssûp Qingua, Agdluitsoq-Fjord.; Greenland",Greenland,sp68488220545275250903.att.jpg
861586,1937,07/08/1937,Carex stylosa (current) ,"Grøntved, Johs.",,,,Sardlok. H. On a skerry at the Inlet Upernivik. J:haab District.,Sardlok. H. On a skerry at the Inlet Upernivik. J:haab District.; Greenland,Greenland,sp62275905632217532667.att.jpg
861595,1937,12/07/1937,Carex stylosa (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Sydproven.,Julianehaab Distrikt. Sydproven.; Greenland,Greenland,sp62204397940281691032.att.jpg
861596,1925,24/07/1925,Carex stylosa (current) ,"Porsild, A.",,,,Syd-Grønl. Kangikitsup Qingua.,Syd-Grønl. Kangikitsup Qingua.; Greenland,Greenland,sp65676824511724741546.att.jpg
861597,1925,26/08/1925,Carex stylosa (current) ,"Christensen, K.",,,,Groenl. orient. Lindenows Fjord Narsuk.,Groenl. orient. Lindenows Fjord Narsuk.; Greenland,Greenland,sp61842300189429679342.att.jpg
861599,1888,1888,Carex stylosa (current) ,"Lundholm, Eleonora",,,,Ilua.,Ilua.; Greenland,Greenland,sp67438173966193409384.att.jpg
861607,1937,07/07/1937,Carex stylosa (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Julianehaab.,Julianehaab Distrikt. Julianehaab.; Greenland,Greenland,sp66623726249858651910.att.jpg
861608,1937,01/09/1937,Carex stylosa (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Julianehaab.,Julianehaab Distrikt. Julianehaab.; Greenland,Greenland,sp69002637804364919424.att.jpg
861648,1937,26/07/1937,Carex stylosa (current) ,"Grøntved, Johs.",,,,"Ved den store Sø Ringsøen"" i Randen af Tuer. Qagssiarssuk. Tunugdliarfik Fj.""","Ved den store Sø Ringsøen"" i Randen af Tuer. Qagssiarssuk. Tunugdliarfik Fj.""; Greenland",Greenland,sp6411012280929241603.att.jpg
861649,1937,07/08/1937,Carex stylosa (current) ,"Grøntved, Johs.",,,,M. alm. paa Skær v. Upernivik. Øen nær Sardloq Øen. J:haab Distrikt.,M. alm. paa Skær v. Upernivik. Øen nær Sardloq Øen. J:haab Distrikt.; Greenland,Greenland,sp66293342953185323296.att.jpg
861650,1932,27/07/1932,Carex stylosa (current) ,"Devold et al., Joachim",,,,South East Greenland. Lindenows Fjorden: Narssaq.,South East Greenland. Lindenows Fjorden: Narssaq.; Greenland,Greenland,sp64109342035836407936.att.jpg
861651,1937,17/08/1937,Carex stylosa (current) ,"Grøntved, Johs.",,,,I Mo paa Sletten. Agdluitsoq Fj.,I Mo paa Sletten. Agdluitsoq Fj.; Greenland,Greenland,sp64713522710962992454.att.jpg
861652,1937,22/08/1937,Carex stylosa (current) ,"Grøntved, Johs.",,,,"Alm. i Moen. Qagdlumiut, Agdluitsoq Fjord.","Alm. i Moen. Qagdlumiut, Agdluitsoq Fjord.; Greenland",Greenland,sp64046677120711744001.att.jpg
861826,1925,15/08/1925,Carex stylosa (current) ,"Porsild, A.",,,,Syd- Grønl. Kuanit.,Syd- Grønl. Kuanit.; Greenland,Greenland,sp6350702538067908053.att.jpg
861827,1925,15/08/1925,Carex stylosa (current) ,"Porsild, A.",,,,Syd- Grønl. Kuanit. W. Gr.,Syd- Grønl. Kuanit. W. Gr.; Greenland,Greenland,sp6256753352915706634.att.jpg
861828,1933,07/1933,Carex stylosa (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp6588124285282041567.att.jpg
861829,1933,07/1933,Carex stylosa (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp67406433288241580643.att.jpg
861830,1933,07/1933,Carex stylosa (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp67213611203135408272.att.jpg
861831,1932,19/07/1932,Carex stylosa (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp62329044848007073635.att.jpg
861832,1932,19/07/1932,Carex stylosa (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp65715046027931824630.att.jpg
861833,1935,01/07/1935,Carex stylosa (current) ,"Eugenius, J.",,,,Groenl. Occid. ca. Neria.,Groenl. Occid. ca. Neria.; Greenland,Greenland,sp64592984394887887921.att.jpg
861837,1886,15/08/1886,Carex stylosa (current) ,"Holm, Th.",,,,In recessu intimo sinus Kangerdluarssuk proper Frederikshaab. Groenlandia merid.,In recessu intimo sinus Kangerdluarssuk proper Frederikshaab. Groenlandia merid.; Greenland,Greenland,sp67985434249493427548.att.jpg
861838,1886,15/08/1886,Carex stylosa (current) ,"Holm, Th.",,,,In recessu intimo sinus Kangerdluarssuk proper Frederikshaab. Groenlandia merid.,In recessu intimo sinus Kangerdluarssuk proper Frederikshaab. Groenlandia merid.; Greenland,Greenland,sp61700136533579813798.att.jpg
861839,1886,18/08/1886,Carex stylosa (current) ,"Holm, Th.",,,,In palude ad Frederikshaab. Groenlandia merid.,In palude ad Frederikshaab. Groenlandia merid.; Greenland,Greenland,sp6166800182579937942.att.jpg
861840,1886,18/08/1886,Carex stylosa (current) ,"Holm, Th.",,,,In rupibus siccis ad Frederikshaab. Groenlandia merid.,In rupibus siccis ad Frederikshaab. Groenlandia merid.; Greenland,Greenland,sp6637009458691956662.att.jpg
860462,1939,07/08/1939,Carex subspathacea (current) ,"Gelting, Paul",,,,Kalven.,Kalven.; Greenland,Greenland,sp61744534905862908206.att.jpg
861251,1933,08/07/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Head of Hurry Inlet: Vargodden.,East Greenland. Head of Hurry Inlet: Vargodden.; Greenland,Greenland,sp61392755302058493386.att.jpg
861252,1933,26/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Liverpool Land: Cape Hope. Mossy swamp abt. 1 km from the coast.,East Greenland. Liverpool Land: Cape Hope. Mossy swamp abt. 1 km from the coast.; Greenland,Greenland,sp64686973091042757131.att.jpg
861253,1933,26/06/1933,Carex subspathacea (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Hurry Fjord: Kap Hope.,Christian den X's land. Northeast Greenland. Hurry Fjord: Kap Hope.; Greenland,Greenland,sp62242752490380491909.att.jpg
861254,1933,06/07/1933,Carex subspathacea (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Jameson Land: Kap Stewart.,Christian den X's land. Northeast Greenland. Jameson Land: Kap Stewart.; Greenland,Greenland,sp67646066684231118760.att.jpg
861255,1933,06/07/1933,Carex subspathacea (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Jameson Land: Kap Stewart.,Christian den X's land. Northeast Greenland. Jameson Land: Kap Stewart.; Greenland,Greenland,sp63737666114229660139.att.jpg
861256,1933,06/07/1933,Carex subspathacea (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Jameson Land: Kap Stewart.,Christian den X's land. Northeast Greenland. Jameson Land: Kap Stewart.; Greenland,Greenland,sp65411077374022870819.att.jpg
861272,1929,21/08/1929,Carex subspathacea (current) ,"Vaage, Jakob",,,,East-Greenland. Myggbukta.,East-Greenland. Myggbukta.; Greenland,Greenland,sp69190340072092596597.att.jpg
861273,1934,11/08/1934,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Holland Island: Dupontii-swamp*.,East Greenland. Holland Island: Dupontii-swamp*.; Greenland,Greenland,sp64400623399088174140.att.jpg
861274,1932,22/07/1932,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Ella Isl.: Solitærbugten (Cape Oswald). At the Border af the lake of Langesø.,East Greenland. Ella Isl.: Solitærbugten (Cape Oswald). At the Border af the lake of Langesø.; Greenland,Greenland,sp67676492511253285250.att.jpg
861276,1932,22/07/1932,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,Ella Ø. Cap Oswald. ved Langesø.,Ella Ø. Cap Oswald. ved Langesø.; Greenland,Greenland,sp61134179729515140087.att.jpg
861279,1933,24/07/1933,Carex subspathacea (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Røjevand.,Christian den X's land. Northeast Greenland. Røjevand.; Greenland,Greenland,sp62066964589017756743.att.jpg
861283,1933,01/08/1933,Carex subspathacea (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Wollastone Foreland: Kap Giesecke.,Christian den X's land. Northeast Greenland. Wollastone Foreland: Kap Giesecke.; Greenland,Greenland,sp6252050606855876139.att.jpg
861284,1935,13/07/1935,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Clavering Isl.: Eskimonæs.,East Greenland. Clavering Isl.: Eskimonæs.; Greenland,Greenland,sp65318912861132836532.att.jpg
861285,1933,07/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Kuhn IslandL: Cape Maurer.,East Greenland. Kuhn IslandL: Cape Maurer.; Greenland,Greenland,sp68347441786107347675.att.jpg
861286,1933,10/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,"East Greenland. Koldeway Island: East coast, in the Pass leading to Berg Fjord.","East Greenland. Koldeway Island: East coast, in the Pass leading to Berg Fjord.; Greenland",Greenland,sp66687976496521428684.att.jpg
861291,1933,02/08/1933,Carex subspathacea (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Wollastone Foreland: Kap Giesecke.,Christian den X's land. Northeast Greenland. Wollastone Foreland: Kap Giesecke.; Greenland,Greenland,sp65195386559134121488.att.jpg
861510,1932,14/08/1932,Carex subspathacea (current) ,"Porsild, Morten",,,,"Vest-Grønl.: Sydost Bugt, Fjorden S.f. Angnertussoq.","Vest-Grønl.: Sydost Bugt, Fjorden S.f. Angnertussoq.; Greenland",Greenland,sp66006204632343699827.att.jpg
861512,1932,10/07/1932,Carex subspathacea (current) ,"Grøntved, Johs.",,,,"West-Greenland. Nûgssuaq-peninsula, South coast at Atâ. Strand meadow.","West-Greenland. Nûgssuaq-peninsula, South coast at Atâ. Strand meadow.; Greenland",Greenland,sp68387441346943010957.att.jpg
861523,1937,08/08/1937,Carex subspathacea (current) ,"Porsild, A.",,,,South Coast of Disko Island near Godhavn.,South Coast of Disko Island near Godhavn.; Greenland,Greenland,sp65943367799658106444.att.jpg
861525,1921,06/08/1921,Carex subspathacea (current) ,"Porsild, A.",,,,Groenl. Occid. Atâ.,Groenl. Occid. Atâ.; Greenland,Greenland,sp65834912934840356970.att.jpg
861526,1921,06/08/1921,Carex subspathacea (current) ,"Porsild, A.",,,,Groenl. Occid. Atâ.,Groenl. Occid. Atâ.; Greenland,Greenland,sp62134037723332752225.att.jpg
861544,1935,24/07/1935,Carex subspathacea (current) ,"Porsild, M.P.",,,,"Vest-Grønl. Svartenhuk Halvø, Manîtsoqut.","Vest-Grønl. Svartenhuk Halvø, Manîtsoqut.; Greenland",Greenland,sp6912320939150139723.att.jpg
861549,1939,29/07/1939,Carex subspathacea (current) ,"Gelting, Paul",,,,Germania Land: Mørkefjord.,Germania Land: Mørkefjord.; Greenland,Greenland,sp64173314413154660729.att.jpg
861551,1933,10/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,"East Greenland. Germania Land, Stormkap. - at a shallow watered lakelet.","East Greenland. Germania Land, Stormkap. - at a shallow watered lakelet.; Greenland",Greenland,sp68211585675310471856.att.jpg
861552,1933,11/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Germania Land: Stormkap.,East Greenland. Germania Land: Stormkap.; Greenland,Greenland,sp66333014533471136283.att.jpg
861553,1933,16/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,"East Greenland. Germania Land: Danmarkshavn, Basis-kæret.","East Greenland. Germania Land: Danmarkshavn, Basis-kæret.; Greenland",Greenland,sp62401613419584512901.att.jpg
861555,1933,11/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Germania Land: Stormkap.,East Greenland. Germania Land: Stormkap.; Greenland,Greenland,sp68939444943719041095.att.jpg
861556,1933,13/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Skærfjord region: North side of Klægbugt. -Lagoon swamps at a distance from the sea-shore.,East Greenland. Skærfjord region: North side of Klægbugt. -Lagoon swamps at a distance from the sea-shore.; Greenland,Greenland,sp68345635293163216763.att.jpg
861558,1933,16/08/1933,Carex subspathacea (current) ,"Sørensen, Thorv.",,,,East Greenland. Germania Land: Danmarkshavn.,East Greenland. Germania Land: Danmarkshavn.; Greenland,Greenland,sp67957061747937612943.att.jpg
860727,1924,02/08/1924,Carex supina spaniocarpa (current) ,"Porsild, A.",,,,Indland v.f. Nordre Strømfjord mellem Eqalugarssuit i Nordre Isortoq.,Indland v.f. Nordre Strømfjord mellem Eqalugarssuit i Nordre Isortoq.; Greenland,Greenland,sp63623197947635008422.att.jpg
861395,1931,25/08/1931,Carex supina spaniocarpa (current) ,"Gelting, Paul",,,,"Northeast Greenland. Clavering Ø, Eskimobugten.","Northeast Greenland. Clavering Ø, Eskimobugten.; Greenland",Greenland,sp68624055194961019746.att.jpg
860730,1884,13/07/1884,Carex supina (current) ,"Warming et al., Eug.",,,,"In rupibus ad sinubus Itivnek"" Holsteinsborg.""","In rupibus ad sinubus Itivnek"" Holsteinsborg.""; Greenland",Greenland,sp66998034366597044308.att.jpg
860731,1884,05/08/1884,Carex supina (current) ,"Warming et al., Eug.",,,,In rupibus sicis in recessu intima sinus Kangerdluarssuk meridiam Holsteinsborg.,In rupibus sicis in recessu intima sinus Kangerdluarssuk meridiam Holsteinsborg.; Greenland,Greenland,sp68765037337025815900.att.jpg
860761,1914,31/07/1914,Carex supina (current) ,"Porsild, Morten",,,,Ikertoq-Fjord. Maligiaq.,Ikertoq-Fjord. Maligiaq.; Greenland,Greenland,sp64360121445399468133.att.jpg
860763,1924,19/07/1924,Carex supina (current) ,"Porsild, Morten",,,,Groenl. Occid. Arfersiorfik Fjord.,Groenl. Occid. Arfersiorfik Fjord.; Greenland,Greenland,sp68232654657770318294.att.jpg
860766,1879,25/07/1879,Carex supina (current) ,"Kornerup, A.",,,,"Nærved Indlandsiden Rand, langt inde i Landet, Nordre Strømfjord.","Nærved Indlandsiden Rand, langt inde i Landet, Nordre Strømfjord.; Greenland",Greenland,sp67182127947793118388.att.jpg
860775,1938,13/09/1938,Carex supina (current) ,"Porsild, Morten",,,,"Groenl. Occid. Kangersuneq Fj., Sydside.","Groenl. Occid. Kangersuneq Fj., Sydside.; Greenland",Greenland,sp67426463095934580071.att.jpg
861049,1925,05/08/1925,Carex supina (current) ,"Porsild, A.",,,,"Syd-Grønl. Qagssiarssuk, Igaliko-Fjord.","Syd-Grønl. Qagssiarssuk, Igaliko-Fjord.; Greenland",Greenland,sp61837123137033755342.att.jpg
861085,1914,01/08/1914,Carex supina (current) ,"Porsild, Morten",,,,Itivneq.,Itivneq.; Greenland,Greenland,sp68918211139857195087.att.jpg
861087,1914,06/08/1914,Carex supina (current) ,M.P.P.,,,,Præstefjeldet v. Holsteinborg.,Præstefjeldet v. Holsteinborg.; Greenland,Greenland,sp64358234735750813537.att.jpg
861106,1892,04/1892,Carex supina (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Danmarks Ø.,Groenlandiam orientalem. Danmarks Ø.; Greenland,Greenland,sp65640259348148608968.att.jpg
861108,1891,16/08/1891,Carex supina (current) ,"Hartz, N.",,,,"Groenlandiam orientalem. Grusede, tórre Skråninger. Scoresby Sund pr. Róde Ø.","Groenlandiam orientalem. Grusede, tórre Skråninger. Scoresby Sund pr. Róde Ø.; Greenland",Greenland,sp63742398327521054201.att.jpg
861111,1933,28/06/1933,Carex supina (current) ,"Sørensen, Thorv.",,,,East Greenland. Jameson Land: Kap Hooker.,East Greenland. Jameson Land: Kap Hooker.; Greenland,Greenland,sp68518120742245687402.att.jpg
861142,1933,08/07/1933,Carex supina (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Hurry Fjord: Ulveodde.,Christian den X's land. Northeast Greenland. Hurry Fjord: Ulveodde.; Greenland,Greenland,sp61271152857546368161.att.jpg
861363,1934,04/09/1934,Carex supina (current) ,"Porsild, Morten",,,,Groenl. Occid. Prøvens Ø.,Groenl. Occid. Prøvens Ø.; Greenland,Greenland,sp68025030239311835099.att.jpg
861384,1933,14/08/1933,Carex supina (current) ,"Sørensen, Thorv.",,,,East Greenland. Skærfjord: Head of V. Clausen Fjord. Dry sandy hills.,East Greenland. Skærfjord: Head of V. Clausen Fjord. Dry sandy hills.; Greenland,Greenland,sp62989985117582773363.att.jpg
861385,1933,15/08/1933,Carex supina (current) ,"Sørensen, Thorv.",,,,"East Greenland. Skærfjord: C. F. Mourier Fjord, North side. - Dry disintegrating summit.","East Greenland. Skærfjord: C. F. Mourier Fjord, North side. - Dry disintegrating summit.; Greenland",Greenland,sp62199970011405623652.att.jpg
861386,1933,14/08/1933,Carex supina (current) ,"Sørensen, Thorv.",,,,East Greenland. Skærfjord: Head of V. Clausen Fjord. Dry sandy hill.,East Greenland. Skærfjord: Head of V. Clausen Fjord. Dry sandy hill.; Greenland,Greenland,sp63916146594393767341.att.jpg
861388,1939,01/08/1939,Carex supina (current) ,"Gelting, Paul",,,,Germania Land: Mørkefjord.,Germania Land: Mørkefjord.; Greenland,Greenland,sp68165253340187366203.att.jpg
861396,1933,01/08/1933,Carex supina (current) ,"Gelting, Paul",,,,"C. Giesecke, Wollaston Forland.","C. Giesecke, Wollaston Forland.; Greenland",Greenland,sp6341146027240384089.att.jpg
861397,1933,01/08/1933,Carex supina (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Wollastone Foreland: Kap Giesecke.,Christian den X's land. Northeast Greenland. Wollastone Foreland: Kap Giesecke.; Greenland,Greenland,sp6130377385699153250.att.jpg
861400,1932,17/07/1932,Carex supina (current) ,"Gelting, Paul",,,,"Dødemandsbugten, Clavering Ø.","Dødemandsbugten, Clavering Ø.; Greenland",Greenland,sp6578893385031380989.att.jpg
861401,1931,25/08/1931,Carex supina (current) ,"Gelting, Paul",,,,",,Skæret, 3 km uit for Eskimonæs, Clavering Ø.""",",,Skæret, 3 km uit for Eskimonæs, Clavering Ø.""; Greenland",Greenland,sp67889932219041523590.att.jpg
861402,1932,22/07/1932,Carex supina (current) ,"Gelting, Paul",,,,"Tór, vindblæst Fjeldtop. Rustplateauet, Clavering Ø.","Tór, vindblæst Fjeldtop. Rustplateauet, Clavering Ø.; Greenland",Greenland,sp66977142916910667839.att.jpg
861403,1932,02/08/1932,Carex supina (current) ,"Gelting, Paul",,,,"Rustplateauet, Clavering Ø.","Rustplateauet, Clavering Ø.; Greenland",Greenland,sp61600603191233624493.att.jpg
861404,1939,22/08/1939,Carex supina (current) ,"Gelting, Paul",,,,Øst Grønland: Godfred Hansens ø Gefions Havn.,Øst Grønland: Godfred Hansens ø Gefions Havn.; Greenland,Greenland,sp67262221675439216314.att.jpg
861405,1931,29/08/1931,Carex supina (current) ,"Gelting, Paul",,,,"Eskimobugten, Clavering Ø.","Eskimobugten, Clavering Ø.; Greenland",Greenland,sp6473432149664763280.att.jpg
861408,1931,23/08/1931,Carex supina (current) ,"Gelting, Paul",,,,"Eskimobay, Clavering Isl.","Eskimobay, Clavering Isl.; Greenland",Greenland,sp68509755817956335181.att.jpg
861415,1933,02/08/1933,Carex supina (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Wollastone Foreland: Kap Giesecke.,Christian den X's land. Northeast Greenland. Wollastone Foreland: Kap Giesecke.; Greenland,Greenland,sp65834446029900948522.att.jpg
861424,1934,02/08/1934,Carex supina (current) ,"Sørensen, Thorv.",,,,"East Greenland. Hudson Land: Prospektdal, N-side of Musk-ox Fiord.","East Greenland. Hudson Land: Prospektdal, N-side of Musk-ox Fiord.; Greenland",Greenland,sp65463056924526690195.att.jpg
861432,1932,18/07/1932,Carex supina (current) ,"Sørensen, Thorv.",,,,Lyell Land Kap Hedlund.,Lyell Land Kap Hedlund.; Greenland,Greenland,sp64884724735065850490.att.jpg
861433,1932,16/06/1932,Carex supina (current) ,"Sørensen, Thorv.",,,,Traill Ø Basaltplateaud v. So of Kelkes Øer. (v. Loc 149).,Traill Ø Basaltplateaud v. So of Kelkes Øer. (v. Loc 149).; Greenland,Greenland,sp61853036178311374822.att.jpg
861434,1931,10/09/1931,Carex supina (current) ,"Sørensen, Thorv.",,,,Ella Ø Solitærbugten.,Ella Ø Solitærbugten.; Greenland,Greenland,sp6872592205234011716.att.jpg
860822,1924,30/07/1924,Carex ursina (current) ,"Porsild, A.",,,,Groenl. Occid. Egedesmindes Syddistrikt.,Groenl. Occid. Egedesmindes Syddistrikt.; Greenland,Greenland,sp63594971757332433848.att.jpg
860824,1932,15/08/1932,Carex ursina (current) ,"Porsild, Morten",,,,"Vest-Grønl.: Sydost Bugt, Vigen S.f. Vestre Qeqertasugssuk.","Vest-Grønl.: Sydost Bugt, Vigen S.f. Vestre Qeqertasugssuk.; Greenland",Greenland,sp62402346096936756919.att.jpg
860827,1924,30/07/1924,Carex ursina (current) ,"Porsild, A.",,,,"Groenl. Occid. Egedesmindes Syddistrikt, Agto Ø.","Groenl. Occid. Egedesmindes Syddistrikt, Agto Ø.; Greenland",Greenland,sp64000568386204641510.att.jpg
860829,1884,13/07/1884,Carex ursina (current) ,"Warming et al., Eug.",,,,"Locis luteis humidis ad rivuhun ,,Itivnek. Holstensborg. Fylla's.""","Locis luteis humidis ad rivuhun ,,Itivnek. Holstensborg. Fylla's.""; Greenland",Greenland,sp67084030097116386592.att.jpg
860510,1922,10/09/1922,Cobresia bipartita (current) ,"Porsild, A.",,,,"Groenl. Occid. Disko, Godhavn.","Groenl. Occid. Disko, Godhavn.; Greenland",Greenland,sp66972900117928355466.att.jpg
700420,1886,27/07/1886,Cystopteris dickieana (current) ,"Rosenvinge, L.",,,,Kuanit Øst for Godhavn.,Kuanit Øst for Godhavn.; Greenland,Greenland,sp63946192099557255431.att.jpg
700422,1893,11/07/1893,Cystopteris dickieana (current) ,"Vanhöffen, E.",,,,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjords. Karajak- Station.,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjords. Karajak- Station.; Greenland,Greenland,sp63437462511245315680.att.jpg
700440,1892,28/07/1892,Cystopteris dickieana (current) ,"Vanhöffen, E.",,,,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjords. Ikerasak.,Groenlandiae boreali-occidentalis. Gebiet des Umanak-Fjords. Ikerasak.; Greenland,Greenland,sp6814304978979249963.att.jpg
700658,1887,28/07/1887,Cystopteris dickieana (current) ,Ryders Exped.,,,,Kangerdluarssuk Kingua.,Kangerdluarssuk Kingua.; Greenland,Greenland,sp61669748056873975850.att.jpg
700669,1917,29/08/1917,Cystopteris dickieana (current) ,"Wulff, Th.",,,,Grønlands Nordkyst. Inglefield land near Cape Agasur*.,Grønlands Nordkyst. Inglefield land near Cape Agasur*.; Greenland,Greenland,sp64201927989750154218.att.jpg
700671,1916,16/07/1916,Cystopteris dickieana (current) ,"Koch, Lange",,,,"N.W. Greenl., Wolstenholme Sound: Akinarsuk.","N.W. Greenl., Wolstenholme Sound: Akinarsuk.; Greenland",Greenland,sp68020185666602393099.att.jpg
699796,1932,11/08/1932,Cystopteris fragilis (current) ,"Böcher, Tyge",,,,"Kangerdlugsuak, sydexp. Fjældskrænt Øen.","Kangerdlugsuak, sydexp. Fjældskrænt Øen.; Greenland",Greenland,sp67688501167427676356.att.jpg
700336,1911,09/08/1911,Cystopteris fragilis (current) ,"Porsild, Morten",,,,"Disko, Mellemfjord, Kuanit.","Disko, Mellemfjord, Kuanit.; Greenland",Greenland,sp6869582656889851432.att.jpg
700337,1932,25/08/1932,Cystopteris fragilis (current) ,"Grøntved, Johs.",,,,Vest-Grønland. Disko: Ved den Arktiske Station paa Gnejsklipper.,Vest-Grønland. Disko: Ved den Arktiske Station paa Gnejsklipper.; Greenland,Greenland,sp63718931844388181983.att.jpg
700338,1932,28/07/1932,Cystopteris fragilis (current) ,"Grøntved, Johs.",,,,Vest-Grønland. Kigdlûssat; i Revner i Basaltklipperne S-expose. Basaltmut.,Vest-Grønland. Kigdlûssat; i Revner i Basaltklipperne S-expose. Basaltmut.; Greenland,Greenland,sp683048866704028663.att.jpg
700339,1902,24/08/1902,Cystopteris fragilis (current) ,"Krogh, Aug.",,,,"Groenl. Occident,; Disco, Diskofjorden, Unartok.","Groenl. Occident,; Disco, Diskofjorden, Unartok.; Greenland",Greenland,sp61206260512402923046.att.jpg
700340,1902,12/08/1902,Cystopteris fragilis (current) ,"Porsild, Morten",,,,"Groenl. Occident.; Disco, Mellemfjordens Nordkyst Kvanstedel.","Groenl. Occident.; Disco, Mellemfjordens Nordkyst Kvanstedel.; Greenland",Greenland,sp65548173792367747784.att.jpg
700341,1902,20/08/1902,Cystopteris fragilis (current) ,"Porsild, Morten",,,,"Groenl. Occident.; Disco, Diskofjordens Nordkyst Kvannitsorok.","Groenl. Occident.; Disco, Diskofjordens Nordkyst Kvannitsorok.; Greenland",Greenland,sp68141865538091093829.att.jpg
700359,1938,29/08/1938,Cystopteris fragilis (current) ,"Sorgenfrei, Th.",,,,"W Greenland, Nûgssuaq, Sarqaqdalen between Kitingussâq and Sáningassoq.","W Greenland, Nûgssuaq, Sarqaqdalen between Kitingussâq and Sáningassoq.; Greenland",Greenland,sp68804521885136117317.att.jpg
